PXD002801: mouse livers; CC experiment																																																											
"Program ""PAW_protein_grouper.py"" run on Tue Oct 28 09:49:56 2025"																																																											
																																																											
 	6326																								CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool
242	1	sp|B1AZI6|THOC2_MOUSE	 	 	 	 	903326	11.3	1594	182771	THO complex subunit 2 OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1	35	35	1	13	11	11	13	11	11	13	11	11	13	1590050	1097099	1629072	72239	1543014	1805822	875971	82323	1236552	1867887	1180003	11	903630	814063	1387417	51703	834726	1063188	795587	50406	1177003	1071315	814904	11	888747	848834	909911	55762	818320	923181	928064	38009	1094495	645397	715072
3001	1	sp|Q80U63|MFN2_MOUSE	 	 	"sp|Q80U63|MFN2_MOUSE, sp|Q811U4|MFN1_MOUSE"	 	903077	32.9	757	86187	Mitofusin-2 OS=Mus musculus OX=10090 GN=Mfn2 PE=1 SV=3	55	51	0.927	15	21	19	14	19	18	14.636	20.31	18.692	14	834433	636434	957970	46918	888189	1016821	474088	46180	745410	684329	633077	19	1567248	1053969	2128582	83559	1429141	2054113	1299232	106173	1815348	1504169	1304153	18	1041001	1022187	1084766	63656	984292	1039034	910310	41594	1016700	516481	772002
555	1	sp|O70305|ATX2_MOUSE	 	 	"sp|O70305|ATX2_MOUSE, sp|Q7TQH0|ATX2L_MOUSE"	 	902842	14.9	1285	136484	Ataxin-2 OS=Mus musculus OX=10090 GN=Atxn2 PE=1 SV=1	54	50	0.926	19	18	17	18	16	16	18.5	17.032	16.5	18	1297030	964087	1297122	68593	1365462	1452456	831618	74282	1133618	1236905	972117	16	1191294	976246	1549194	64366	1138411	1447624	1144685	66720	1494951	1402320	1047581	16	848662	984648	910914	52085	857747	897977	879178	33630	911691	511753	688828
654	1	sp|O89020|AFAM_MOUSE	 	 	 	 	901801	25.2	608	69378	Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2	39	39	1	17	12	10	17	12	10	17	12	10	17	800405	536226	892921	50853	1059297	1771387	633149	84729	1294979	1626025	874997	12	1312417	1077401	1749446	77278	1628349	1933710	1235070	83232	2570884	1365285	1303307	10	472588	516914	487496	34583	627197	651356	634139	30547	1161938	654239	527100
5307	1	sp|Q9D898|ARP5L_MOUSE	 	 	 	 	901344	61.4	153	16980	Actin-related protein 2/3 complex subunit 5-like protein OS=Mus musculus OX=10090 GN=Arpc5l PE=1 SV=1	33	33	1	10	11	12	10	11	12	10	11	12	10	1007840	800549	1028972	40273	1031500	1287876	771428	33845	1190514	1126774	831957	11	1182774	664148	1364466	51869	957611	1386194	1372009	76930	1870343	1071698	999804	12	1152215	940222	1113223	76105	969835	1083135	1310300	45443	1303433	728786	872270
4405	1	sp|Q91XI1|DUS3L_MOUSE	 	 	 	 	900611	8.9	637	71078	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Mus musculus OX=10090 GN=Dus3l PE=1 SV=1	10	10	1	3	4	3	3	4	3	3	4	3	3	749600	931909	849319	50075	988938	1111522	599372	47472	941964	946503	721667	4	973768	1085520	1069042	97531	1308905	1764279	1243838	109033	1032820	1413529	1009826	3	1000241	1554506	1069257	113103	1262216	1786484	1209860	70437	962770	674529	970340
5515	1	sp|Q9EP71|RAI14_MOUSE	 	 	 	 	899785	22.3	979	108851	Ankycorbin OS=Mus musculus OX=10090 GN=Rai14 PE=1 SV=1	46	45	0.978	14	15	17	14	15	16	14	15	17	14	1135573	1192654	1390002	76606	1612289	1488797	756577	67998	1398134	1336638	1045527	15	1037837	1118679	1442156	59744	1225386	1244634	909326	58814	1603371	1489931	1018988	16	612633	885170	777375	53836	1064489	667825	655910	40191	1062918	528046	634839
199	1	sp|A2ASS6|TITIN_MOUSE	 	 	"sp|A2ASS6|TITIN_MOUSE, sp|Q6PGC1|DHX29_MOUSE, sp|Q8C5W0|CLMN_MOUSE"	 	898437	2.7	35213	3906440	Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	91	86	0.945	4	80	7	2	79	5	2.171	79.798	5.385	2	103372	108046	184721	8404	166117	190168	78994	9457	144610	103930	109782	79	797433	645428	1128393	102032	14841341	929650	1255677	56106	1110117	933578	2179975	5	400730	564820	502535	44534	515286	683832	503817	34130	521304	284549	405554
1800	1	sp|P97493|THIOM_MOUSE	 	 	 	 	897613	21.7	166	18255	"Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1"	15	15	1	4	4	7	4	4	7	4	4	7	4	1246382	1137448	1465114	64511	1376505	1865646	737105	68249	870722	1150279	998196	4	1162767	1190528	1935220	85259	1347943	2106055	1123696	72543	1278942	1463844	1176680	7	627763	682521	706755	28351	701345	669891	644155	19807	699367	399680	517964
5857	1	sp|Q9QYR9|ACOT2_MOUSE	 	 	"sp|O55137|ACOT1_MOUSE, sp|Q32Q92|ACOT6_MOUSE, sp|Q8BWN8|ACOT4_MOUSE, sp|Q9QYR7|ACOT3_MOUSE, sp|Q9QYR9|ACOT2_MOUSE"	 	897026	37.3	453	49656	"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus OX=10090 GN=Acot2 PE=1 SV=2"	105	28	0.267	34	39	32	8	11	9	20.331	24.128	19.581	8	702740	465851	1186727	45882	882163	1300607	615778	63793	850697	442129	655637	11	1104835	917426	2278558	101665	1627361	2732239	1911759	152648	1569582	1339680	1373575	9	575201	671664	1128811	61944	939958	1225108	946934	60333	607796	400916	661866
2220	1	sp|Q4VA53|PDS5B_MOUSE	 	 	"sp|Q4VA53|PDS5B_MOUSE, sp|Q61733|RT31_MOUSE, sp|Q6A026|PDS5A_MOUSE"	 	895583	19.2	1446	164417	Sister chromatid cohesion protein PDS5 homolog B OS=Mus musculus OX=10090 GN=Pds5b PE=1 SV=1	68	50	0.735	22	23	23	15	18	17	18.342	20.695	20.032	15	1138555	899838	1247645	76779	1170128	1274373	633827	72711	888329	1153552	855574	18	1111468	977642	1647913	68987	1104647	1337172	1045234	71411	1498815	1331201	1019449	17	967716	1030105	1068673	64469	1015958	1047077	1067417	43131	1182747	629985	811728
1098	1	sp|P31001|DESM_MOUSE	 	 	"CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|Q9DCV7|K2C7_MOUSE"	 	895301	48	469	53497	Desmin OS=Mus musculus OX=10090 GN=Des PE=1 SV=3	74	51	0.689	25	24	25	16	17	18	17.62	18.088	19.089	16	1116874	814756	1639785	61976	1177629	1776919	872163	79808	1109019	1069450	971838	17	715710	636900	1374901	47354	3613039	1082161	978409	56799	1007132	914134	1042654	18	685892	649367	871343	43800	699606	858931	1567742	36390	878932	422096	671410
1828	1	sp|P97930|KTHY_MOUSE	 	 	 	 	894103	53.8	212	23914	Thymidylate kinase OS=Mus musculus OX=10090 GN=Dtymk PE=1 SV=2	26	26	1	11	9	6	11	9	6	11	9	6	11	1431927	660237	1170908	45703	1022722	1338356	750510	73983	1217251	1824230	953583	9	1808894	1098870	1987079	93163	1219736	1525037	1317741	98148	1852760	1481528	1248296	6	667548	425510	528191	32269	423255	645976	552036	34313	928863	566355	480432
3271	1	sp|Q8BK67|RCC2_MOUSE	 	 	 	 	891447	25	520	55983	Protein RCC2 OS=Mus musculus OX=10090 GN=Rcc2 PE=1 SV=1	29	29	1	12	9	8	12	9	8	12	9	8	12	1392433	949380	1464296	75753	1124732	1766727	883438	90466	1190790	1562866	1050088	9	1003419	665123	1289708	48406	779611	1244576	893176	60526	1157331	970731	811261	8	1002872	874058	1061822	64576	819512	1018402	1107055	49588	1389450	742586	812992
1168	1	sp|P36916|GNL1_MOUSE	 	 	 	 	890371	28	607	68770	Guanine nucleotide-binding protein-like 1 OS=Mus musculus OX=10090 GN=Gnl1 PE=1 SV=4	38	38	1	12	13	13	12	13	13	12	13	13	12	741445	484864	815358	32907	723729	953450	456414	39695	663119	733245	564423	13	623664	496531	885015	44231	637330	922524	648370	47327	813500	663502	578200	13	1993074	2054601	1950123	125039	1703881	1859013	1866611	89719	2423896	1218950	1528491
384	1	sp|O09110|MP2K3_MOUSE	 	 	"sp|O09110|MP2K3_MOUSE, sp|P70236|MP2K6_MOUSE"	 	890174	37.8	347	39296	Dual specificity mitogen-activated protein kinase kinase 3 OS=Mus musculus OX=10090 GN=Map2k3 PE=1 SV=2	37	25	0.676	12	13	12	8	9	8	11.2	11.769	10.667	8	1333498	896807	1329001	68326	1526507	1382647	769983	83796	1326707	1485015	1020229	9	1001109	828479	1277226	51898	1075861	1207401	843232	68025	1375672	1062969	879187	8	899959	950521	951165	77948	1032238	1002175	895840	67173	1189961	644088	771107
3111	1	sp|Q810J8|ZFYV1_MOUSE	 	 	 	 	889938	18.3	777	86939	Zinc finger FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Zfyve1 PE=1 SV=2	23	23	1	6	8	9	6	8	9	6	8	9	6	1698444	1028710	1744312	85348	1335699	2292234	1062099	110802	1655657	1721616	1273492	8	718059	434356	930325	42366	495473	1037707	675535	52701	954396	519930	586085	9	1115093	853254	1068132	38257	780790	1181219	1090979	31731	1304250	638658	810236
6384	1	tr|Q8CFX3|Q8CFX3_MOUSE	 	 	 	 	889898	18.1	1038	112409	Protocadherin 1 OS=Mus musculus OX=10090 GN=Pcdh1 PE=1 SV=1	43	43	1	14	14	15	14	14	15	14	14	15	14	1058498	853305	975110	58121	1066339	1061273	762096	56212	1228995	1070655	819060	14	999769	949891	1220153	53453	937612	1191215	1036347	53655	1767581	1218729	942840	15	1164668	1143126	1139531	71915	1246804	1025028	1154811	49949	1427710	654396	907794
1394	1	sp|P54751|SIA4A_MOUSE	 	 	 	 	889440	21.4	337	39072	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 OS=Mus musculus OX=10090 GN=St3gal1 PE=1 SV=1"	18	18	1	7	6	5	7	6	5	7	6	5	7	969965	882761	1021609	44136	1379362	902684	667438	48852	1118510	1468255	850357	6	726698	989266	973739	52925	964158	820517	817953	49456	968652	1325608	768897	5	1169619	1496053	1162263	60532	1368693	1320705	1542274	42225	1495381	832900	1049064
4700	1	sp|Q99LI2|CLCC1_MOUSE	 	 	 	 	889319	27.3	539	60621	Chloride channel CLIC-like protein 1 OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1	37	37	1	15	11	11	15	11	11	15	11	11	15	1092255	1129420	1161821	65780	1531935	1590113	824667	66481	1150500	1507231	1012020	11	768652	924164	1098677	53579	1026393	1267449	851940	54721	975175	1149110	816986	11	838757	1187642	895685	74767	1106301	1126532	1061607	55345	1263813	779055	838951
5013	1	sp|Q9CXA2|T3HPD_MOUSE	 	 	 	 	889314	39	354	37804	Trans-L-3-hydroxyproline dehydratase OS=Mus musculus OX=10090 GN=L3hypdh PE=1 SV=1	42	42	1	16	11	15	16	11	15	16	11	15	16	1613382	1279305	1880513	74808	1854867	688109	485381	49999	1666779	1740554	1133370	11	1128997	851708	1860750	46662	1232968	515900	471649	39425	1701291	1146879	899623	15	845007	1087535	1058988	53054	994126	388127	380054	15951	941182	585480	634951
2501	1	sp|Q61712|DNJC1_MOUSE	 	 	 	 	889131	24.3	552	63869	DnaJ homolog subfamily C member 1 OS=Mus musculus OX=10090 GN=Dnajc1 PE=1 SV=1	32	32	1	9	10	13	9	10	13	9	10	13	9	1245615	1002462	1129801	60101	1345995	1404935	829379	64240	1381662	1870383	1033457	10	807406	808935	1052638	44497	896960	1100748	817509	47725	1443868	1080232	810052	13	947201	1043098	790258	57374	988303	952230	988722	45061	1531607	894987	823884
4603	1	sp|Q99JB8|PACN3_MOUSE	 	 	 	 	887994	38.2	424	48584	Protein kinase C and casein kinase II substrate protein 3 OS=Mus musculus OX=10090 GN=Pacsin3 PE=1 SV=1	47	47	1	15	18	14	15	18	14	15	18	14	15	921046	1203834	1124756	93396	1375085	1355851	739057	72033	1179023	940346	900443	18	946121	946880	1367933	79048	1067508	1473042	1250940	86679	1451117	1425218	1009449	14	798363	1144955	951513	64876	1101724	999302	1043404	42803	889115	504862	754092
6296	1	tr|F2Z3U3|F2Z3U3_MOUSE	 	 	"sp|Q8R5A3|AB1IP_MOUSE, tr|F2Z3U3|F2Z3U3_MOUSE"	 	887239	19.8	1266	136738	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 OS=Mus musculus OX=10090 GN=Raph1 PE=1 SV=2	44	42	0.955	18	15	11	17	14	11	17.944	15	11	17	1146953	941199	1254775	59677	1272000	1667344	886498	62350	1110065	1404143	980501	14	868544	747284	1249612	58076	874485	1323976	1062906	51576	1126434	1005176	836807	11	944112	1056552	1037676	63454	984209	1200124	1297865	49221	1125602	685289	844410
1218	1	sp|P43883|PLIN2_MOUSE	 	 	 	 	887032	45.4	425	46646	Perilipin-2 OS=Mus musculus OX=10090 GN=Plin2 PE=1 SV=2	46	46	1	15	17	14	15	17	14	15	17	14	15	1779357	1217465	1603277	79534	1000291	1463013	1230856	49308	805939	484514	971355	17	1049000	728882	1942876	54999	706783	1262110	3646842	65280	857932	961159	1127586	14	870594	773130	991387	54468	715806	685572	896245	35828	387627	210883	562154
5089	1	sp|Q9CZL5|PHS2_MOUSE	 	 	"sp|P61458|PHS_MOUSE, sp|Q9CZL5|PHS2_MOUSE"	 	884660	52.2	136	14830	Pterin-4-alpha-carbinolamine dehydratase 2 OS=Mus musculus OX=10090 GN=Pcbd2 PE=1 SV=2	33	25	0.758	10	10	13	8	8	9	8.615	8.727	10.385	8	1013295	801787	1238990	57902	1185601	1408123	688739	67301	1024568	866430	835273	8	683732	487904	1093325	40964	793896	990829	685580	49093	954288	702519	648213	9	1367847	1526599	1759665	95077	1633824	1661916	1494028	75074	1362168	728737	1170494
5398	1	sp|Q9DBE8|ALG2_MOUSE	 	 	 	 	884195	25.5	415	47404	"Alpha-1,3/1,6-mannosyltransferase ALG2 OS=Mus musculus OX=10090 GN=Alg2 PE=1 SV=2"	27	27	1	9	9	9	9	9	9	9	9	9	9	1004125	833474	1017599	54329	1024917	1386380	752944	56282	993392	1168512	829195	9	1310568	1213622	1588516	100341	1674240	2445009	1746482	129321	1652983	1380036	1324112	9	573094	673072	579364	39178	607333	616784	793287	22259	705585	382835	499279
2346	1	sp|Q60631|GRB2_MOUSE	 	 	 	 	882971	56.2	217	25238	Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1	35	35	1	10	12	13	10	12	13	10	12	13	10	460487	417435	594470	31829	598050	666969	308032	46150	490882	549227	416353	12	838703	749050	1334135	61690	982366	1196838	945391	60913	1078216	1068117	831542	13	1542607	1779256	1892002	107804	2016591	2002913	1728923	86987	1838910	1014171	1401016
5153	1	sp|Q9D115|ZN706_MOUSE	 	 	 	 	879021	25	76	8498	Zinc finger protein 706 OS=Mus musculus OX=10090 GN=Znf706 PE=1 SV=1	15	15	1	6	3	6	6	3	6	6	3	6	6	2295905	1977769	2384203	135372	2311389	2544586	1338862	130709	2450732	2677447	1824697	3	554742	363797	755635	13591	399806	541932	409285	14642	761189	497895	431251	6	564474	501509	490405	24367	487457	353153	416068	13373	633140	327207	381115
1254	1	sp|P47811|MK14_MOUSE	 	 	"sp|O08911|MK12_MOUSE, sp|P47811|MK14_MOUSE, sp|Q6PDN3|MYLK_MOUSE, sp|Q8VCY6|UTP6_MOUSE, sp|Q91Y86|MK08_MOUSE, sp|Q9WTU6|MK09_MOUSE, sp|Q9Z1B7|MK13_MOUSE"	 	877737	24.7	360	41287	Mitogen-activated protein kinase 14 OS=Mus musculus OX=10090 GN=Mapk14 PE=1 SV=3	25	13	0.52	9	7	9	5	4	4	5.464	4.348	5.006	5	1659365	1205472	1853161	84726	1630220	1847285	885729	101561	1571870	1920534	1275992	4	904007	750019	1290410	61565	959122	1170915	815363	58432	1236734	1030139	827671	4	743594	531462	706103	36493	613756	555101	697419	28147	881679	501723	529548
3722	1	sp|Q8CIG8|ANM5_MOUSE	 	 	 	 	877323	18.7	637	72679	Protein arginine N-methyltransferase 5 OS=Mus musculus OX=10090 GN=Prmt5 PE=1 SV=3	27	27	1	7	12	8	7	12	8	7	12	8	7	1051717	675907	880252	43819	874368	1048136	586035	46197	871351	1128842	720663	12	1499609	1172645	1757983	69719	1278801	1608887	1341248	67019	1870240	1536933	1220309	8	873116	827304	773031	48908	823939	789366	940437	31327	1144715	657849	690999
4589	1	sp|Q99J36|THUM1_MOUSE	 	 	 	 	876835	30	350	38885	THUMP domain-containing protein 1 OS=Mus musculus OX=10090 GN=Thumpd1 PE=1 SV=1	32	32	1	12	10	10	12	10	10	12	10	10	12	912136	744517	1083909	39227	1018874	1100115	534349	45537	836922	1032719	734830	10	1126854	1022881	1774273	61516	1105442	1344311	1051635	55912	1377682	1283345	1020385	10	1027385	1102716	1207549	63367	1067363	1066484	1154109	46850	1296717	720363	875290
3965	1	sp|Q8R0Y8|S2542_MOUSE	 	 	 	 	876798	27.7	318	35240	Mitochondrial coenzyme A transporter SLC25A42 OS=Mus musculus OX=10090 GN=Slc25a42 PE=1 SV=1	32	32	1	9	12	11	9	12	11	9	12	11	9	1091507	1217555	1256238	58571	1365763	1246156	661586	51363	558673	463953	797136	12	1062308	742973	1497270	66300	1107187	1362624	1104480	65379	1199273	991077	919887	11	1069906	1664868	1182914	119796	1431455	1129905	1092472	55963	932753	453674	913371
3503	1	sp|Q8BZW8|NHLC2_MOUSE	 	 	 	 	875691	25.8	725	78429	NHL repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1	44	44	1	13	14	17	13	14	17	13	14	17	13	1120790	1063484	1302546	55498	1425540	1602693	714512	56836	991497	1006491	933989	14	805234	872380	1233118	48853	997378	1322597	806583	55936	976836	1188708	830762	17	920358	1360805	1183938	69759	1237951	1328265	1087934	43237	894061	496922	862323
1737	1	sp|P82198|BGH3_MOUSE	 	 	 	 	873045	23.9	683	74596	Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1	30	30	1	11	7	12	11	7	12	11	7	12	11	1017048	1417226	1480577	117243	1813755	3054963	959398	131723	1711444	2160229	1386361	7	284672	390918	472904	29419	470496	593444	430880	32025	584949	478175	376788	12	627597	1249861	833751	95814	980141	1438356	1471741	65004	1258343	539264	855987
3061	1	sp|Q80X82|SYMPK_MOUSE	 	 	 	 	872608	22.4	1288	142618	Symplekin OS=Mus musculus OX=10090 GN=Sympk PE=1 SV=2	46	46	1	13	17	16	13	17	16	13	17	16	13	879662	634681	864138	50482	818518	1167618	621860	54934	824037	900274	681620	17	1172333	1004365	1604835	75024	1251691	1741721	1141407	91120	1600454	1287345	1097029	16	1005286	1023717	1040596	63322	972153	1089248	1192723	50190	1266317	688197	839175
1459	1	sp|P58137|ACOT8_MOUSE	 	 	 	 	872301	29.1	320	35827	Acyl-coenzyme A thioesterase 8 OS=Mus musculus OX=10090 GN=Acot8 PE=1 SV=1	27	27	1	11	10	6	11	10	6	11	10	6	11	1206136	1055703	1253875	70428	1392627	1474927	1000562	65393	1409960	1192510	1012212	10	1067981	1125436	1546432	74894	1315451	1694889	1232745	75785	1707608	1422602	1126382	6	490579	801006	595956	41956	679660	543677	517107	27251	711115	374790	478310
4348	1	sp|Q91WJ8|FUBP1_MOUSE	 	 	"sp|Q3U0V1|FUBP2_MOUSE, sp|Q91WJ8|FUBP1_MOUSE, tr|A2AJ72|A2AJ72_MOUSE"	 	872165	34.7	651	68539	Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1	70	45	0.643	25	23	22	16	15	14	19.535	17.669	16.756	16	1150645	981075	1279782	65030	1392067	1492246	890770	72284	1181258	1543446	1004860	15	891634	838262	1203685	54526	997393	1130333	1077793	63338	1207306	1131189	859546	14	780682	962776	898701	59402	978249	907795	1124070	45173	1163997	600031	752088
1740	1	sp|P83870|PHF5A_MOUSE	 	 	 	 	872068	48.2	110	12405	PHD finger-like domain-containing protein 5A OS=Mus musculus OX=10090 GN=Phf5a PE=1 SV=1	16	16	1	5	5	6	5	5	6	5	5	6	5	1773469	1470144	1857373	118851	1827084	2308860	1218744	117966	1953025	2294595	1494011	5	420409	315834	603096	21658	351578	468528	495445	20577	565960	389983	365307	6	906972	1005748	1034353	63516	873629	929725	1023517	44523	1093081	593806	756887
316	1	sp|G3UW82|MYH2_MOUSE	 	 	"sp|A2AQP0|MYH7B_MOUSE, sp|G3UW82|MYH2_MOUSE, sp|O08638|MYH11_MOUSE, sp|P13541|MYH3_MOUSE, sp|P13542|MYH8_MOUSE, sp|Q02566|MYH6_MOUSE, sp|Q5SX39|MYH4_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q61879|MYH10_MOUSE, sp|Q6URW6|MYH14_MOUSE, sp|Q8VDD5|MYH9_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|B1AR69|B1AR69_MOUSE, tr|E9Q264|E9Q264_MOUSE"	 	870406	49.8	1942	223217	Myosin-2 OS=Mus musculus OX=10090 GN=Myh2 PE=1 SV=1	143	22	0.154	0	142	1	0	22	0	0	70.434	0.025	0	0	0	0	0	0	0	0	0	0	0	0	22	178687	94998	443768	130053	23843143	226188	837613	7244	195235	155261	2611219	0	0	0	0	0	0	0	0	0	0	0	0
2679	1	sp|Q6A026|PDS5A_MOUSE	 	 	"sp|Q4VA53|PDS5B_MOUSE, sp|Q6A026|PDS5A_MOUSE"	 	869364	18.2	1332	150326	Sister chromatid cohesion protein PDS5 homolog A OS=Mus musculus OX=10090 GN=Pds5a PE=1 SV=3	58	51	0.879	20	18	20	17	16	18	18.594	16.941	19.029	17	1043413	781604	1158264	65676	1101103	1235341	716230	71917	1013941	1209402	839689	16	632066	513490	944829	39774	661251	857222	661676	40151	838603	732884	592195	18	1385812	1461800	1560162	98884	1423040	1548866	1516366	72537	1707814	986814	1176209
3190	1	sp|Q8BH43|WASF2_MOUSE	 	 	 	 	868998	21.1	497	54073	Actin-binding protein WASF2 OS=Mus musculus OX=10090 GN=Wasf2 PE=1 SV=1	30	30	1	11	9	10	11	9	10	11	9	10	11	1168362	924324	1382742	56625	1332533	1599986	918052	66240	1281325	1323894	1005408	9	884491	750513	1290874	43792	828789	1511026	1081232	66334	1257901	1062054	877700	10	801586	846440	948227	54730	903664	1081466	978668	48580	1039243	536261	723887
1666	1	sp|P68510|1433F_MOUSE	 	 	"sp|P61982|1433G_MOUSE, sp|P62259|1433E_MOUSE, sp|P63101|1433Z_MOUSE, sp|P68254|1433T_MOUSE, sp|P68510|1433F_MOUSE, sp|Q9CQV8|1433B_MOUSE"	 	868739	50.4	246	28211	14-3-3 protein eta OS=Mus musculus OX=10090 GN=Ywhah PE=1 SV=2	168	49	0.292	52	54	62	16	14	19	22.229	19.493	28.529	16	1064926	860707	1328490	61253	1179210	1413818	741329	65245	932130	1154736	880184	14	757006	678724	1275303	46649	864896	1076836	836292	56090	880504	877542	734984	19	1175717	1278952	1388214	72672	1242464	1206227	1312524	51052	1470432	712234	991049
258	1	sp|B7ZMP1|XPP3_MOUSE	 	 	 	 	868616	29.1	506	56677	Xaa-Pro aminopeptidase 3 OS=Mus musculus OX=10090 GN=Xpnpep3 PE=1 SV=1	38	38	1	13	14	11	13	14	11	13	14	11	13	1350955	1065804	1549757	62225	1468698	1669569	870662	43570	1104342	1179887	1036547	14	828207	890520	1229804	35317	1000923	1013864	830012	39260	1151319	1131654	815088	11	871173	1165066	920574	57450	1072226	867041	931505	34954	1061860	560276	754212
4104	1	sp|Q8VBZ3|CLPT1_MOUSE	 	 	 	 	867180	26.8	664	75290	Putative lipid scramblase CLPTM1 OS=Mus musculus OX=10090 GN=Clptm1 PE=1 SV=1	42	42	1	15	11	16	15	11	16	15	11	16	15	1267196	719565	1063398	63192	888596	1268099	809514	82873	1220964	1473995	885739	11	979116	862099	1272928	71020	830453	1274651	1133833	75965	1630676	1150261	928100	16	955198	937990	845729	73767	755313	952265	1186131	57073	1434782	678744	787699
972	1	sp|P21278|GNA11_MOUSE	 	 	"sp|O70443|GNAZ_MOUSE, sp|P21278|GNA11_MOUSE, sp|P21279|GNAQ_MOUSE, sp|P27600|GNA12_MOUSE, sp|P27601|GNA13_MOUSE"	 	867061	36.8	359	42024	Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1	49	22	0.449	16	18	15	6	9	7	10.523	13.728	12.275	6	1223225	918373	1389131	61893	1389785	1371386	810140	56505	1315015	1267834	980329	9	1092912	911842	1642773	70479	1229752	1776802	1258690	119402	1780745	1321272	1120467	7	510010	565340	591099	37797	615849	800850	750519	42687	746287	343439	500388
3458	1	sp|Q8BX90|FND3A_MOUSE	 	 	 	 	867030	18.4	1198	131957	Fibronectin type-III domain-containing protein 3A OS=Mus musculus OX=10090 GN=Fndc3a PE=1 SV=3	41	41	1	14	12	15	14	12	15	14	12	15	14	971017	951022	880657	65616	993033	1365772	766037	60494	1261189	1114363	842920	12	897466	837071	1093665	64172	939438	1114193	984056	67004	1643762	1141054	878188	15	1093564	1261563	846284	83877	930251	1044505	1285941	52421	1447043	754360	879981
2697	1	sp|Q6GQS1|SCMC3_MOUSE	 	 	"sp|A2ASZ8|SCMC2_MOUSE, sp|Q6GQS1|SCMC3_MOUSE"	 	863080	37.9	467	52496	Mitochondrial adenyl nucleotide antiporter SLC25A23 OS=Mus musculus OX=10090 GN=Slc25a23 PE=1 SV=1	44	39	0.886	15	14	15	14	12	13	14.778	13.333	14.3	14	1369514	878880	1438495	67514	1221711	1308601	726493	67177	1017043	1096291	919172	12	772442	457647	1004838	24246	626840	622718	542754	23272	806139	716580	559748	13	1808201	1636088	1506513	105495	1318509	1232095	1176746	47842	1564042	707676	1110321
5455	1	sp|Q9DC71|RT15_MOUSE	 	 	 	 	862189	34.1	258	29463	Small ribosomal subunit protein uS15m OS=Mus musculus OX=10090 GN=Mrps15 PE=1 SV=2	29	29	1	9	9	11	9	9	11	9	9	11	9	1192497	827243	1137706	74293	971418	1415477	695178	78616	1252296	1377522	902224	9	951150	936603	1114510	70545	745343	1493424	850565	76953	1797945	1136456	917349	11	963074	970573	861316	71862	842278	935312	894709	52118	1291507	787197	766995
